model,outer_repeat,outer_fold,n_test,events_test,AUC,AUPRC,Brier,Log loss,Calibration intercept,Calibration slope
ridge,7,3,36,10,0.6076923076923076,0.4757334483616621,0.1927741286827794,0.5736638818102362,-0.20582626276141155,0.6877665503463707
ridge,7,4,36,10,0.8538461538461538,0.7475719932241671,0.142898487986123,0.4499540720386257,1.1842799230310126,2.507588599072444
ridge,7,5,36,10,0.6115384615384616,0.4019459083589518,0.19869567697609003,0.577232706281119,-0.42137590977683254,0.6637029971994273
ridge,8,1,37,11,0.6888111888111887,0.5050829406778604,0.19224140575440798,0.5616266007961709,-0.2582846106735116,0.8115304465544609
ridge,8,2,36,11,0.5127272727272727,0.39441816805220664,0.2263540520755799,0.6599145008697469,-0.655203758795841,0.18115063217263996
ridge,8,3,36,10,0.7115384615384616,0.6017382109606717,0.1774526466822093,0.5309624453411931,-0.06961529505580105,0.9577337227719833
ridge,8,4,36,10,0.8,0.5273717948717949,0.17216930084594306,0.5092834537410524,0.5199907871498064,1.3145071204962462
ridge,8,5,36,10,0.5923076923076923,0.3988838462019576,0.1993391615789417,0.58745861452647,-0.4813433251807683,0.5589673645659953
ridge,9,1,37,11,0.7097902097902098,0.4676741930892139,0.19305613124858317,0.5561222186280348,0.019737156143479314,0.7951951904949707
ridge,9,2,36,11,0.749090909090909,0.6114091113102971,0.18262518356981083,0.5424281199342841,0.6008360555049806,1.6325768829497014
ridge,9,3,36,10,0.6461538461538461,0.5330652950835506,0.18816675488855117,0.5648443979352563,-0.20766474592557901,0.8152334070084184
ridge,9,4,36,10,0.6807692307692308,0.5448950220820593,0.1846223345039841,0.5528840600934688,-0.18582942769165461,0.7478834932739296
ridge,9,5,36,10,0.7461538461538462,0.5953504828504828,0.16980521237902688,0.517164534911678,0.1266134414541216,1.5543693268052046
ridge,10,1,37,11,0.8146853146853147,0.7168082130997733,0.16322965926377606,0.49705454665694077,0.8047750234805768,1.9938887967138246
ridge,10,2,36,11,0.8072727272727274,0.7492554858934171,0.16246002260089798,0.4961667853417442,0.8425775187354816,1.7957516082875786
ridge,10,3,36,10,0.75,0.5069214400736141,0.17758489299738991,0.5330148451117457,0.6695157687689839,2.127852968785965
ridge,10,4,36,10,0.5384615384615384,0.37939910579616454,0.21895332104596965,0.6403626933655987,-0.7566595076820853,0.20257011143070497
ridge,10,5,36,10,0.6961538461538462,0.4084153836359719,0.19112480750302796,0.561796929969115,0.2748883293052865,1.2470714837873682
